49.36000395183057, 14.24455948911235
49.36296666208356, 14.244597040038558
49.36525844756515, 14.24556263528392
49.36519556463269, 14.246420942168685
49.36487416172191, 14.24652823052928
49.36472743360764, 14.248073182921859
49.36767588599193, 14.248234115462752
49.367347512603914, 14.249607406478377
49.36883565529906, 14.249993644576522
49.36857016835421, 14.251120172362777
49.36821385467495, 14.251989208083602
49.36775273902131, 14.25203212342784
49.36753615290339, 14.252600751738997
49.367941377765995, 14.253866754394027
49.36761999280417, 14.255851589065047
49.36684446826678, 14.255819402556869
49.36701215028437, 14.25702103219554
49.36640430024964, 14.2575360163264
49.36402173513145, 14.251130901198836
49.364580705055516, 14.250841222625228
49.36393788909478, 14.248330674987288
49.3626382572435, 14.248094640593978
49.361904578932915, 14.246592603545638
